procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 2  0  16592 9960160 1661828 15522180    0    0     0   136 1421 2407 10  0 89  0  0 2018-03-21 09:40:18
 2  0  16592 9960256 1661828 15522188    0    0     0   177 1180  975  9  0 91  0  0 2018-03-21 09:40:19
 2  0  16592 9960428 1661828 15522188    0    0     0    45 1131 1168  8  0 91  0  0 2018-03-21 09:40:20
 2  0  16592 9960940 1661828 15522188    0    0     0     0 1189 1550 10  0 90  0  0 2018-03-21 09:40:21
 2  0  16592 9959684 1661828 15522200    0    0     0     0 1116 1043  8  0 91  0  0 2018-03-21 09:40:22
 2  0  16592 9959548 1661828 15522208    0    0     0   109 1132  902  8  0 91  0  0 2018-03-21 09:40:23
 2  0  16592 9958440 1661828 15522192    0    0     0   102 1165 1724  9  0 90  0  0 2018-03-21 09:40:24
 2  1  16592 9958596 1661832 15522188    0    0     0    32 1036  881  8  0 92  0  0 2018-03-21 09:40:25
 2  0  16592 9958580 1661832 15522200    0    0     0     4 1086  971  8  0 91  0  0 2018-03-21 09:40:26
 2  0  16592 9959048 1661832 15522200    0    0     0     0 1131 1877  9  0 90  0  0 2018-03-21 09:40:27
 2  0  16592 9958896 1661832 15522208    0    0     0   129 1053  814  8  0 92  0  0 2018-03-21 09:40:28
 2  0  16592 9958732 1661832 15522216    0    0     0     4 1127 1241  8  0 91  0  0 2018-03-21 09:40:29
 2  0  16592 9958884 1661832 15522232    0    0     0    30 1123 1261  9  0 91  0  0 2018-03-21 09:40:30
 2  0  16592 9959000 1661836 15522224    0    0     0    51 1182 1454  9  0 91  0  0 2018-03-21 09:40:31
 2  0  16592 9958820 1661836 15522232    0    0     0     0 1087  813  8  0 92  0  0 2018-03-21 09:40:32
 2  0  16592 9960060 1661836 15522248    0    0     0    22 1772 1431  9  0 91  0  0 2018-03-21 09:40:33
 2  0  16592 9960108 1661836 15522248    0    0     0    82 1121 1145  9  0 91  0  0 2018-03-21 09:40:34
 2  0  16592 9960492 1661836 15522232    0    0     0    77 1158 1136  8  0 91  0  0 2018-03-21 09:40:35
 2  0  16592 9959708 1661840 15522244    0    0     0    32 1130 1081  9  0 91  0  0 2018-03-21 09:40:36
 2  0  16592 9960088 1661840 15522252    0    0     0    50 1176 1698  9  0 91  0  0 2018-03-21 09:40:37
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 2  0  16592 9959776 1661840 15522260    0    0     0    15 1172  862  8  0 92  0  0 2018-03-21 09:40:38
 2  0  16592 9961348 1661840 15522248    0    0     0     4 1256 1912  9  0 91  0  0 2018-03-21 09:40:39
 2  0  16592 9964508 1661840 15522260    0    0     0     0 1013  930  9  0 91  0  0 2018-03-21 09:40:40
 2  0  16592 9964544 1661840 15522264    0    0     0    34 1092 1030  8  0 92  0  0 2018-03-21 09:40:41
 2  0  16592 9963852 1661840 15522248    0    0     0    47 1196 1181  9  0 91  0  0 2018-03-21 09:40:42
 2  0  16592 9963680 1661840 15522244    0    0     0    18 1176 1386  9  0 91  0  0 2018-03-21 09:40:43
 2  0  16592 9963548 1661840 15522248    0    0     0    54 1086  894  8  0 92  0  0 2018-03-21 09:40:44
 2  1  16592 9962968 1661840 15522268    0    0     0     5 1110 1481  9  0 91  0  0 2018-03-21 09:40:45
 2  0  16592 9962912 1661840 15522296    0    0     0    50 1167  923  8  0 92  0  0 2018-03-21 09:40:46
 2  0  16592 9963876 1661840 15522304    0    0     0     4 1248 1379  9  0 91  0  0 2018-03-21 09:40:47
 2  0  16592 9964144 1661844 15522312    0    0     0    32 1152 1281  9  0 91  0  0 2018-03-21 09:40:48
 2  0  16592 9964200 1661844 15522320    0    0     0    25 1024  928  8  0 91  0  0 2018-03-21 09:40:49
 2  0  16592 9964508 1661844 15522324    0    0     0    82 1198 1815  9  0 91  0  0 2018-03-21 09:40:50
 2  0  16592 9964044 1661844 15522332    0    0     0    38 1164 1166  9  0 91  0  0 2018-03-21 09:40:51
 2  0  16592 9963048 1661844 15522348    0    0     0     1 1123 1380  9  0 91  0  0 2018-03-21 09:40:52
 2  0  16592 9964044 1661844 15522360    0    0     0    21 1181  817  8  0 92  0  0 2018-03-21 09:40:53
 2  0  16592 9964044 1661844 15522360    0    0     0   146 1260 1928  9  0 90  0  0 2018-03-21 09:40:54
 2  0  16592 9964172 1661844 15522368    0    0     0    98 1159  965  8  0 92  0  0 2018-03-21 09:40:55
 2  0  16592 9963672 1661844 15522380    0    0     0    18 1160 1730  9  0 91  0  0 2018-03-21 09:40:56
 2  0  16592 9962616 1661844 15522396    0    0     0    69 1155 1170  9  0 91  0  0 2018-03-21 09:40:57
 2  0  16592 9962852 1661844 15522388    0    0     0     1 1164 1468  8  0 92  0  0 2018-03-21 09:40:58
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 2  1  16592 9963492 1661844 15522396    0    0     0    67 1257 1280  9  0 91  0  0 2018-03-21 09:40:59
 2  0  16592 9963352 1661844 15522408    0    0     0    57 1200 1527  9  0 91  0  0 2018-03-21 09:41:00
 3  1  16592 9963120 1661844 15522412    0    0     0    13 1071  795  8  0 92  0  0 2018-03-21 09:41:01
 2  0  16592 9962676 1661844 15522420    0    0     0     0 1133 1441  9  0 91  0  0 2018-03-21 09:41:02
 2  0  16592 9963100 1661844 15522404    0    0     0    62 1085 1010  9  0 91  0  0 2018-03-21 09:41:03
 2  0  16592 9963108 1661844 15522404    0    0     0   115 1033 1035  8  0 92  0  0 2018-03-21 09:41:04
 2  0  16592 9962772 1661852 15522432    0    0     0    48 1157 1518  9  0 91  0  0 2018-03-21 09:41:05
 2  0  16592 9962800 1661852 15522436    0    0     0    54 1113 1351  9  0 91  0  0 2018-03-21 09:41:06
 2  0  16592 9962828 1661852 15522440    0    0     0     0 1209  928  8  0 92  0  0 2018-03-21 09:41:07
 2  0  16592 9963424 1661852 15522444    0    0     0    50 1161 1162  9  0 91  0  0 2018-03-21 09:41:08
 2  0  16592 9963184 1661852 15522464    0    0     0  3025 1654 1684  9  0 90  1  0 2018-03-21 09:41:09
 2  0  16592 9963100 1661852 15522472    0    0     0     8 1133 1021  8  0 91  0  0 2018-03-21 09:41:10
 2  0  16592 9962924 1661856 15522476    0    0     0    44 1163 1049  8  0 91  0  0 2018-03-21 09:41:11
 2  0  16592 9963332 1661856 15522484    0    0     0    30 1067 1201  9  0 91  0  0 2018-03-21 09:41:12
 2  0  16592 9963612 1661856 15522500    0    0     0    22 1118 1326  9  0 91  0  0 2018-03-21 09:41:13
 2  0  16592 9963808 1661856 15522500    0    0     0     0 1061  864  8  0 92  0  0 2018-03-21 09:41:14
 2  0  16592 9962532 1661856 15522524    0    0     0     0 1295 1644  9  0 91  0  0 2018-03-21 09:41:15
 2  0  16592 9961484 1661856 15522532    0    0     0    69 1193  875  8  0 92  0  0 2018-03-21 09:41:16
 2  0  16592 9961604 1661860 15522556    0    0     0    32 1134 1084  8  0 91  0  0 2018-03-21 09:41:17
 2  0  16592 9961532 1661860 15522572    0    0     0   111 1216 1283  9  0 91  0  0 2018-03-21 09:41:18
 2  0  16592 9962500 1661860 15522552    0    0     0     1 1189 1513  9  0 91  0  0 2018-03-21 09:41:19
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 3  0  16592 9962616 1661860 15522556    0    0     0    48  967  727  8  0 92  0  0 2018-03-21 09:41:20
 2  0  16592 9961584 1661860 15522556    0    0     0     0 1094 1324  9  0 91  0  0 2018-03-21 09:41:21
 2  0  16592 9961992 1661864 15522560    0    0     0   117 1142 1132  9  0 91  0  0 2018-03-21 09:41:22
 2  0  16592 9962304 1661864 15522524    0    0     0    22 1111 1166  8  0 92  0  0 2018-03-21 09:41:23
 2  0  16592 9962076 1661864 15522536    0    0     0    50 1038  885  8  0 91  0  0 2018-03-21 09:41:24
 2  0  16592 9963220 1661864 15522540    0    0     0    75 1138 1461  9  0 91  0  0 2018-03-21 09:41:25
 2  0  16592 9962496 1661864 15522536    0    0     0     0 1026  860  8  0 92  0  0 2018-03-21 09:41:26
 2  0  16592 9962752 1661868 15522536    0    0     0    66 1095  971  8  0 92  0  0 2018-03-21 09:41:27
 2  0  16592 9961824 1661872 15522540    0    0     0    43 1151 1580  9  0 91  0  0 2018-03-21 09:41:28
 2  0  16592 9962400 1661872 15522560    0    0     0    82 1253 1169  8  0 91  0  0 2018-03-21 09:41:29
 2  0  16592 9962584 1661872 15522556    0    0     0    63 1138 1143  8  0 92  0  0 2018-03-21 09:41:30
 2  0  16592 9962740 1661872 15522556    0    0     0     9 1248 1913 10  0 90  0  0 2018-03-21 09:41:31
 2  0  16592 9962064 1661872 15522572    0    0     0     1 1092 1011  8  0 92  0  0 2018-03-21 09:41:32
 2  0  16592 9961552 1661872 15522600    0    0     0    96 1132 1079  8  0 91  0  0 2018-03-21 09:41:33
 2  0  16592 9962556 1661876 15522596    0    0     0    86 1263 1363  9  0 91  0  0 2018-03-21 09:41:34
 2  0  16592 9962280 1661876 15522592    0    0     0    54 1121 1314  9  0 91  0  0 2018-03-21 09:41:35
 2  0  16592 9961252 1661876 15522608    0    0     0     1 1115  964  8  0 92  0  0 2018-03-21 09:41:36
 2  0  16592 9961080 1661876 15522612    0    0     0     0 1060  932  9  0 91  0  0 2018-03-21 09:41:37
 2  0  16592 9961112 1661876 15522612    0    0     0     0 1183 1273  9  0 91  0  0 2018-03-21 09:41:38
 2  0  16592 9961160 1661880 15522620    0    0     0    35 1118  884  8  0 92  0  0 2018-03-21 09:41:39
 2  0  16592 9960668 1661880 15522628    0    0     0   152 1214 1477  9  0 91  0  0 2018-03-21 09:41:40
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 2  0  16592 9959828 1661880 15522636    0    0     0     1 1142 1302  9  0 91  0  0 2018-03-21 09:41:41
 2  0  16592 9959612 1661880 15522652    0    0     0     0 1037  975  8  0 91  0  0 2018-03-21 09:41:42
 2  0  16592 9959132 1661880 15522632    0    0     0    22 1148 1172  9  0 91  0  0 2018-03-21 09:41:43
 2  0  16592 9959024 1661880 15522636    0    0     0     0 1073 1331  9  0 91  0  0 2018-03-21 09:41:44
 2  0  16592 9959028 1661880 15522644    0    0     0    91 1072 1018  8  0 92  0  0 2018-03-21 09:41:45
 2  0  16592 9959476 1661880 15522688    0    0     0   146 1223 1332  9  0 91  0  0 2018-03-21 09:41:46
 2  0  16592 9958960 1661880 15522684    0    0     0     0 1113  949  8  0 92  0  0 2018-03-21 09:41:47
 2  0  16592 9958884 1661880 15522688    0    0     0     0  990 1173  9  0 91  0  0 2018-03-21 09:41:48
 2  0  16592 9958940 1661880 15522692    0    0     0     0 1060 1209  9  0 91  0  0 2018-03-21 09:41:49
 2  0  16592 9959084 1661884 15522700    0    0     0    43 1115  979  8  0 92  0  0 2018-03-21 09:41:50
 3  1  16592 9958808 1661884 15522692    0    0     0   123 1187 1103  8  0 91  0  0 2018-03-21 09:41:51
 3  0  16592 9958160 1661884 15522744    0    0     0     1 1063 1366  9  0 91  0  0 2018-03-21 09:41:52
 2  0  16592 9957764 1661884 15522748    0    0     0    22 1032  885  8  0 92  0  0 2018-03-21 09:41:53
 2  0  16592 9959052 1661884 15522752    0    0     0     0 1081  933  8  0 91  0  0 2018-03-21 09:41:54
 2  0  16592 9959856 1661884 15522736    0    0     0    64 1217 1595  9  0 91  0  0 2018-03-21 09:41:55
 2  1  16592 9960464 1661884 15522744    0    0     0    59 1079  913  8  0 91  0  0 2018-03-21 09:41:56
 2  0  16592 9961080 1661884 15522752    0    0     0   104 1193 1154  8  0 91  0  0 2018-03-21 09:41:57
 2  0  16592 9962044 1661884 15522764    0    0     0     0 1153 1378  9  0 91  0  0 2018-03-21 09:41:58
 2  0  16592 9960924 1661884 15522744    0    0     0     0 1050 1088  8  0 92  0  0 2018-03-21 09:41:59
 2  0  16592 9959256 1661884 15522764    0    0     0     0 1062  778  8  0 91  0  0 2018-03-21 09:42:00
 2  0  16592 9958884 1661884 15522768    0    0     0    32 1061 1795  9  0 91  0  0 2018-03-21 09:42:01
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 2  0  16592 9958628 1661884 15522784    0    0     0   138 1091  838  8  0 92  0  0 2018-03-21 09:42:02
 2  0  16592 9958520 1661884 15522776    0    0     0     6  993 1072  8  0 91  0  0 2018-03-21 09:42:03
 2  0  16592 9958484 1661884 15522788    0    0     0    12 1043 1140  9  0 91  0  0 2018-03-21 09:42:04
 2  0  16592 9958640 1661884 15522792    0    0     0    65 1094 1276  9  0 91  0  0 2018-03-21 09:42:05
 2  0  16592 9958352 1661888 15522812    0    0     0    35 1069 1023  8  0 92  0  0 2018-03-21 09:42:06
 2  0  16592 9958176 1661888 15522824    0    0     0    78 1076 1344  9  0 91  0  0 2018-03-21 09:42:07
 2  0  16592 9958044 1661888 15522828    0    0     0     0 1084 1212  9  0 91  0  0 2018-03-21 09:42:08
 2  1  16592 9957620 1661888 15522828    0    0     0  3753 1544 1131  9  0 90  0  0 2018-03-21 09:42:09
 2  0  16592 9957596 1661888 15522848    0    0     0   357 1372 1857  9  0 90  1  0 2018-03-21 09:42:10
 2  0  16592 9957756 1661888 15522856    0    0     0    94 1215 1373  9  0 91  0  0 2018-03-21 09:42:11
 2  0  16592 9957984 1661888 15522860    0    0     0    48 1183 1332  9  0 91  0  0 2018-03-21 09:42:12
 2  0  16592 9957536 1661888 15522872    0    0     0     0  997  904  8  0 92  0  0 2018-03-21 09:42:13
 2  0  16592 9956880 1661888 15522884    0    0     0     0 1063 1054  8  0 92  0  0 2018-03-21 09:42:14
 2  0  16592 9956976 1661888 15522888    0    0     0    45 1087 1293  9  0 91  0  0 2018-03-21 09:42:15
 2  0  16592 9958440 1661888 15522900    0    0     0    50 1245 1381  9  0 91  0  0 2018-03-21 09:42:16
 2  0  16592 9958816 1661888 15522908    0    0     0     7 1008  852  8  0 92  0  0 2018-03-21 09:42:17
 2  0  16592 9957556 1661888 15522916    0    0     0    37 1156 1522  9  0 91  0  0 2018-03-21 09:42:18
 2  0  16592 9958924 1661888 15522912    0    0     0     0 1191 1079  8  0 92  0  0 2018-03-21 09:42:19
 2  0  16592 9958412 1661888 15522916    0    0     0     0 1027 1110  8  0 91  0  0 2018-03-21 09:42:20
 2  0  16592 9958892 1661888 15522920    0    0     0    25 1103 1154  9  0 91  0  0 2018-03-21 09:42:21
 2  0  16592 9959016 1661888 15522928    0    0     0   186 1293 1395  9  0 91  0  0 2018-03-21 09:42:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 2  0  16592 9958056 1661892 15522936    0    0     0    42 1157  910  8  0 91  0  0 2018-03-21 09:42:23
 4  0  16592 9957408 1661892 15521708    0    0     0    98 1953 5436 11  0 89  0  0 2018-03-21 09:42:24
 5  0  16592 9946688 1661892 15526520    0    0     0     0 2261 11423 16  1 83  0  0 2018-03-21 09:42:25
 2  0  16592 9944252 1661892 15524268    0    0     0     0 1977 6630 17  0 83  0  0 2018-03-21 09:42:26
 4  0  16592 9942616 1661892 15524304    0    0     0   112 1906 5361 17  0 83  0  0 2018-03-21 09:42:27
 4  0  16592 9941772 1661892 15524264    0    0     0   125 1668 3509 13  0 87  0  0 2018-03-21 09:42:28
 5  0  16592 9937804 1661900 15524256    0    0     0   108 1945 9207 17  0 83  0  0 2018-03-21 09:42:29
 5  0  16592 9929124 1661900 15524172    0    0     0     0 1998 6017 17  0 83  0  0 2018-03-21 09:42:30
 2  0  16592 9933596 1661900 15524188    0    0     0    79 2426 5524 19  0 81  0  0 2018-03-21 09:42:31
 1  0  16592 11067504 1661900 15523736    0    0     0   112 2465 3352  5  0 94  0  0 2018-03-21 09:42:32
 1  0  16592 11067364 1661904 15523736    0    0     0   381  811  774  4  0 95  0  0 2018-03-21 09:42:33
 1  0  16592 11067828 1661904 15523660    0    0     0   104 1083 1411  5  0 95  0  0 2018-03-21 09:42:34
 1  0  16592 11067704 1661904 15523688    0    0     0     0  789  971  4  0 96  0  0 2018-03-21 09:42:35
 1  0  16592 11068404 1661904 15523684    0    0     0     0  742  929  5  0 95  0  0 2018-03-21 09:42:36
 1  0  16592 11069956 1661904 15523556    0    0     0     0  766  839  4  0 96  0  0 2018-03-21 09:42:37
 1  0  16592 11070560 1661904 15523476    0    0     0    89  851  832  4  0 96  0  0 2018-03-21 09:42:38
 1  0  16592 11070268 1661908 15523488    0    0     0    24 1034 1358  5  0 95  0  0 2018-03-21 09:42:39
 1  0  16592 11069756 1661908 15523488    0    0     0     4  712  610  4  0 96  0  0 2018-03-21 09:42:40
 2  0  16592 11071524 1661908 15523388    0    0     0   127  883  906  4  0 96  0  0 2018-03-21 09:42:41
 1  0  16592 11071268 1661908 15523328    0    0     0    65  881 1035  5  0 95  0  0 2018-03-21 09:42:42
 1  0  16592 11071032 1661908 15523344    0    0     0    15  825  951  4  0 96  0  0 2018-03-21 09:42:43
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 1  0  16592 11071016 1661908 15523344    0    0     0    61  827  814  4  0 96  0  0 2018-03-21 09:42:44
 1  0  16592 11070748 1661908 15523308    0    0     0    90  947 1221  5  0 95  0  0 2018-03-21 09:42:45
 1  0  16592 11071128 1661908 15523308    0    0     0    47  836  801  4  0 96  0  0 2018-03-21 09:42:46
 1  0  16592 11071400 1661908 15523232    0    0     0     4  862  949  4  0 95  0  0 2018-03-21 09:42:47
 1  0  16592 11071516 1661908 15523236    0    0     0     0  802 1099  5  0 95  0  0 2018-03-21 09:42:48
 1  0  16592 11071896 1661908 15523188    0    0     0    95  791  898  4  0 96  0  0 2018-03-21 09:42:49
 1  0  16592 11071848 1661908 15523204    0    0     0    53  843  813  4  0 95  0  0 2018-03-21 09:42:50
 1  0  16592 11072220 1661908 15523208    0    0     0    49  833 1183  5  0 95  0  0 2018-03-21 09:42:51
 1  0  16592 11072204 1661908 15523172    0    0     0    34  795  712  4  0 96  0  0 2018-03-21 09:42:52
 2  0  16592 11072992 1661908 15523124    0    0     0    42  808 1180  5  0 95  0  0 2018-03-21 09:42:53
 1  0  16592 11073488 1661908 15523004    0    0     0     0  755  740  4  0 96  0  0 2018-03-21 09:42:54
 1  0  16592 11073692 1661908 15523024    0    0     0     3  823  907  4  0 96  0  0 2018-03-21 09:42:55
 1  0  16592 11073120 1661908 15523028    0    0     0    70  908  814  4  0 95  0  0 2018-03-21 09:42:56
 1  0  16592 11073432 1661908 15523028    0    0     0  2017  887 1266  5  0 95  0  0 2018-03-21 09:42:57
 1  0  16592 11075472 1661908 15522916    0    0     0   268  974  880  4  0 95  0  0 2018-03-21 09:42:58
 1  0  16592 11075456 1661908 15522916    0    0     0     0  717  674  4  0 96  0  0 2018-03-21 09:42:59
 1  0  16592 11075452 1661908 15522924    0    0     0     5  811 1071  5  0 95  0  0 2018-03-21 09:43:00
 1  0  16592 11075804 1661908 15522924    0    0     0    67  775  714  4  0 96  0  0 2018-03-21 09:43:01
 1  0  16592 11076036 1661908 15522924    0    0     0   184  879 1315  5  0 95  0  0 2018-03-21 09:43:02
 1  0  16592 11076296 1661908 15522848    0    0     0    14  943  889  4  0 95  0  0 2018-03-21 09:43:03
 1  0  16592 11075884 1661908 15522844    0    0     0     0  703  749  4  0 96  0  0 2018-03-21 09:43:04
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 1  0  16592 11075212 1661908 15522852    0    0     0    88  859 1053  5  0 95  0  0 2018-03-21 09:43:05
 1  0  16592 11076392 1661908 15522816    0    0     0     0  907  855  4  0 95  0  0 2018-03-21 09:43:06
 1  1  16592 11076260 1661908 15522816    0    0     0   126  827  860  4  0 96  0  0 2018-03-21 09:43:07
 1  0  16592 11075468 1661908 15522820    0    0     0     5 1003 1230  5  0 95  0  0 2018-03-21 09:43:08
 1  0  16592 11074716 1661908 15522824    0    0     0     0  851  741  4  0 96  0  0 2018-03-21 09:43:09
 1  1  16592 11074436 1661908 15522812    0    0     0  5353 1447 1237  5  0 93  1  0 2018-03-21 09:43:10
 1  0  16592 11074408 1661908 15522872    0    0     0     1  857 1050  5  0 95  0  0 2018-03-21 09:43:11
 1  0  16592 11073656 1661908 15522880    0    0     0    11  827  913  4  0 96  0  0 2018-03-21 09:43:12
 1  0  16592 11073532 1661908 15522880    0    0     0    34  771  715  4  0 96  0  0 2018-03-21 09:43:13
 1  0  16592 11074876 1661908 15522888    0    0     0     0  922 1236  5  0 95  0  0 2018-03-21 09:43:14
 1  0  16592 11075260 1661908 15522880    0    0     0     5  772  753  4  0 96  0  0 2018-03-21 09:43:15
 1  0  16592 11075152 1661908 15522876    0    0     0    83  860  949  4  0 95  0  0 2018-03-21 09:43:16
 1  0  16592 11075028 1661908 15522880    0    0     0    69  836  981  5  0 95  0  0 2018-03-21 09:43:17
 1  0  16592 11075588 1661912 15522880    0    0     0    43  822  897  4  0 96  0  0 2018-03-21 09:43:18
 2  0  16592 11075432 1661912 15522884    0    0     0    34  777  887  4  0 96  0  0 2018-03-21 09:43:19
 1  0  16592 11075572 1661912 15522884    0    0     0     0  847 1017  5  0 95  0  0 2018-03-21 09:43:20
 1  0  16592 11075804 1661912 15522888    0    0     0     0  655  753  4  0 96  0  0 2018-03-21 09:43:21
 1  0  16592 11076160 1661912 15522888    0    0     0    84  934  808  4  0 96  0  0 2018-03-21 09:43:22
 1  0  16592 11076228 1661912 15522888    0    0     0    77  863 1269  5  0 95  0  0 2018-03-21 09:43:23
 1  0  16592 11076344 1661912 15522888    0    0     0    57  770  725  4  0 96  0  0 2018-03-21 09:43:24
 1  0  16592 11076608 1661912 15522896    0    0     0     1  746 1112  5  0 95  0  0 2018-03-21 09:43:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 1  0  16592 11076848 1661912 15522896    0    0     0     0  745  627  4  0 96  0  0 2018-03-21 09:43:26
 2  0  16592 11076924 1661912 15522900    0    0     0   109  774  860  4  0 96  0  0 2018-03-21 09:43:27
 1  0  16592 11079104 1661912 15522900    0    0     0     1  989 1049  5  0 95  0  0 2018-03-21 09:43:28
 1  0  16592 11079224 1661920 15522904    0    0     0    39  889 1026  4  0 95  0  0 2018-03-21 09:43:29
 1  0  16592 11078968 1661920 15522908    0    0     0    42  842  819  4  0 96  0  0 2018-03-21 09:43:30
 1  0  16592 11078440 1661920 15522912    0    0     0     0  878 1107  5  0 95  0  0 2018-03-21 09:43:31
 1  0  16592 11078296 1661920 15522908    0    0     0    67  963  856  4  0 96  0  0 2018-03-21 09:43:32
 1  0  16592 11079864 1661920 15522912    0    0     0    58  885 1321  5  0 95  0  0 2018-03-21 09:43:33
 1  0  16592 11079700 1661920 15522920    0    0     0    11  830  770  4  0 96  0  0 2018-03-21 09:43:34
 1  0  16592 11079560 1661920 15522920    0    0     0    94  759  938  4  0 96  0  0 2018-03-21 09:43:35
 1  0  16592 11079904 1661920 15522916    0    0     0     0  801  706  4  0 96  0  0 2018-03-21 09:43:36
 1  0  16592 11080020 1661920 15522920    0    0     0     0  730 1010  5  0 95  0  0 2018-03-21 09:43:37
 1  0  16592 11079696 1661920 15522940    0    0     0    94  847  700  4  0 95  0  0 2018-03-21 09:43:38
 1  0  16592 11079720 1661920 15522956    0    0     0     6  863 1270  5  0 95  0  0 2018-03-21 09:43:39
 2  0  16592 11079832 1661924 15522964    0    0     0    36  901  815  4  0 96  0  0 2018-03-21 09:43:40
 1  0  16592 11080196 1661924 15522960    0    0     0    58  819 1017  4  0 95  0  0 2018-03-21 09:43:41
 1  0  16592 11079140 1661924 15522960    0    0     0     1  865 1117  5  0 95  0  0 2018-03-21 09:43:42
 1  0  16592 11078940 1661924 15522968    0    0     0    44  806  798  4  0 96  0  0 2018-03-21 09:43:43
 1  0  16592 11079344 1661924 15522968    0    0     0     0  791  997  5  0 95  0  0 2018-03-21 09:43:44
 1  0  16592 11079600 1661924 15522968    0    0     0     3  779  782  4  0 96  0  0 2018-03-21 09:43:45
 1  0  16592 11080712 1661928 15522968    0    0     0    28  855 1176  5  0 95  0  0 2018-03-21 09:43:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 1  0  16592 11080308 1661928 15522976    0    0     0    73  809  770  4  0 96  0  0 2018-03-21 09:43:47
 1  0  16592 11080332 1661928 15522976    0    0     0    32  821  889  4  0 96  0  0 2018-03-21 09:43:48
 1  0  16592 11080300 1661928 15522980    0    0     0     0  637  624  4  0 96  0  0 2018-03-21 09:43:49
 1  0  16592 11080192 1661928 15522976    0    0     0    70  796 1022  5  0 95  0  0 2018-03-21 09:43:50
 1  0  16592 11082192 1661928 15522980    0    0     0     0  778  711  4  0 96  0  0 2018-03-21 09:43:51
 1  0  16592 11082640 1661932 15522968    0    0     0    39  926 1205  5  0 95  0  0 2018-03-21 09:43:52
 1  0  16592 11082508 1661932 15522968    0    0     0    54  737  683  4  0 96  0  0 2018-03-21 09:43:53
 1  0  16592 11081964 1661932 15522976    0    0     0    24  916  900  4  0 95  0  0 2018-03-21 09:43:54
 1  0  16592 11081104 1661932 15522988    0    0     0     0  871 1100  5  0 95  0  0 2018-03-21 09:43:55
 1  0  16592 11081336 1661932 15523008    0    0     0    34  962 1578  4  0 95  0  0 2018-03-21 09:43:56
 1  0  16592 11081088 1661936 15523008    0    0     0    23  700  663  4  0 96  0  0 2018-03-21 09:43:57
 1  0  16592 11081796 1661936 15523012    0    0     0    78  838 1219  5  0 95  0  0 2018-03-21 09:43:58
 1  0  16592 11081800 1661936 15523032    0    0     0    12  903 1403  4  0 96  0  0 2018-03-21 09:43:59
 1  0  16592 11081468 1661936 15523048    0    0     0     0  873  802  4  0 95  0  0 2018-03-21 09:44:00
 1  0  16592 11081080 1661936 15523048    0    0     0    78  780  978  5  0 95  0  0 2018-03-21 09:44:01
 1  0  16592 11080964 1661936 15523068    0    0     0     0  890 1478  4  0 96  0  0 2018-03-21 09:44:02
 1  0  16592 11080964 1661936 15523068    0    0     0   185  838 1249  5  0 95  0  0 2018-03-21 09:44:03
 1  0  16592 11081096 1661936 15523068    0    0     0     1  778  778  4  0 96  0  0 2018-03-21 09:44:04
 1  0  16592 11080980 1661936 15523072    0    0     0     0  713  843  4  0 96  0  0 2018-03-21 09:44:05
18  0  16592 11081260 1661936 15523076    0    0     0    65  822  732  5  0 95  0  0 2018-03-21 09:44:06
 1  0  16592 11081000 1661936 15523080    0    0     0     1  769 1194  5  0 95  0  0 2018-03-21 09:44:07
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 1  0  16592 11080628 1661936 15523072    0    0     0    75  922  896  5  0 95  0  0 2018-03-21 09:44:08
